element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),Type,tp_ref,line_ref
Sr,1,489.2639,0.0005,1100,4.3e-02,B+,18319.261,38752.410,,T5178,L4447
Ti,3,489.2840,0.0010,6,3.3e-01,D,128546.38,148978.72,,T1216,L3593
Y,1,489.3436,0.0010,95,2.22e-01,C+,11078.614,31508.441,,T4373,"L7610,L3475"
Fe,2,489.3780,0.0015,20,2.5e-05,E,22810.3459,43238.6066,,T6892c83,L7357
N,2,489.511,0.010,285,3.04e-02,D,144187.94,164610.76,,T7333,L3513
Hf,1,489.6340,0.0011,1200,1.8e-03,C+,8983.7652,29401.4784,,T5346,"L21976,L16323"
V,1,489.6359,0.0004,33000,4.3e-02,C,21603.259,42020.903,,T9399,L15916
Fe,1,489.64382,0.00019,275,5.4e-03,E,31322.613,51739.920,,T2578n,L11631
Cl,2,489.677,0.010,81000,8.8e-01,D,126784.37,147200.24,,"T1277,T1619CA,LS",L1617
Nd,1,489.693,0.010,280,5.9e-01,,1128.056,21543.326,,T6288,L3475
Ca,3,489.9306,0.0018,43,2.07e-01,B,340748.72,361154.07,,u33,L1405
V,4,489.956,0.010,,1.5e-01,,263822.4,284226.7,,T2757,L147
Tm,1,489.9680,0.0005,12,1.67e-03,C+,17454.818,37858.62,,T6708,L2006
La,2,489.992,0.010,850,7.3e-02,B+,0.00,20402.82,,T7455,L3475
Ba,2,489.9927,0.0010,273,1.04e+00,B,21952.404,42355.175,,"T3225,T7387",L9224
Y,2,490.0118,0.0010,1100,4.5e-01,B,8328.039,28730.010,,T4373,"L10987,L3475"
S,2,490.0513,0.0010,15,4.5e-01,E,129858.18,150258.51,,"T1619CA,LS",L5883
V,1,490.06261,0.00015,200000,4.42e-01,B+,21101.589,41501.449,,T9399,L15916
Eu,1,490.086,0.010,60,1.78e-01,B+,14067.86,34466.80,,T7356,"L7586,L3475"
Fe,2,490.10537,0.00009,130,5.6e-02,D+,83459.721,103857.804,,T6892c83,L18349c139
S,2,490.1265,0.0010,14,2.4e-01,E,130134.16,150531.31,,"T1619CA,LS",L5883
Cu,2,490.142635,0.000021,26000,6.2e-01,D+,115638.8036,136035.3328,,T9697,L19804c168
La,1,490.187,0.010,65,4.7e-02,B,1053.164,21447.86,,T9460,L3475
Nd,2,490.2041,0.0010,110,1.06e-02,B+,513.330,20907.320,,T7685,"L3260,L3475"
In,2,490.218,0.005,56,6.e-03,D,103249.39,123642.95,,T8104,L3548c126
W,1,490.2320,0.0010,25,2.76e-02,B,19253.56,39646.41,,T6977,L153
S,2,490.2440,0.0010,16,4.30e-01,C,125485.29,145877.66,,T3186c85,L5883
Ba,1,490.2848,0.0010,63,5.4e-02,C+,13514.745,33905.358,,T5495,L9224
W,1,490.2950,0.0010,20,2.06e-02,B,19256.24,39646.41,,T6977,L153
Cr,1,490.32344,0.00015,9,7.4e-02,D,20517.4222,40906.418,,T1621n,L14866
Fe,1,490.33099,0.00007,17400,6.58e-02,B+,23244.838,43633.533,,T5720,L11631
Al,3,490.410,0.010,5d*,3.51e-01,A+,188877.57,209263.25,,c32,L277
Al,3,490.410,0.010,5d*,3.27e-01,A+,188878.22,209263.25,,c32,L277
V,1,490.42976,0.00015,180000,6.7e-02,B+,9637.039,30021.627,,T9399,L15916
Ni,1,490.441,0.010,40,6.2e-01,D,28569.203,48953.316,,T4287,L3475
V,1,490.44348,0.00015,220000,1.1e-01,D+,21275.652,41659.672,,T284n,L15916
Ta,1,490.4591,0.0010,65,1.95e-02,C+,15114.14,35497.65,,T4976,"L7593,L3475"
Ar,2,490.47514,0.00001,107,3.7e-02,B+,150147.7021,170530.4040,,T926,L11520
Cl,2,490.478,0.010,47000,8.1e-01,D,126744.97,147127.57,,"T1277,T1619CA,LS",L1617
La,1,490.513,0.010,26,6.5e-02,B,7011.909,27393.04,,T9460,L3475
Fe,1,490.51325,0.00019,245,5.3e-03,E,31686.351,52067.469,,T2578n,L11631
In,2,490.529,0.005,14,1.3e-02,D+,127254.067,147634.61,,T9131,L3548c126
S,5,490.5459,0.0010,8,6.10e-01,B,397605.2,417984.9,,T7238,L5337
Y,1,490.6108,0.0010,100,1.20e-01,B,11532.096,31909.164,,T9421,"L7610,L3475"
V,4,490.6280,0.0010,40,1.1e+00,D,236766.9,257143.2,,T2757,L147
Cu,2,490.65663,0.00003,21000,4.4e-01,D+,115638.8036,136013.9671,,T9697,L19804c168
O,2,490.6833,0.0010,19,4.78e-01,C+,212161.881,232535.949,,"T6172,T6632",L10621
Fe,2,490.6837,0.0006,26,6.7e-03,D+,82978.717,103352.723,,T6892c83,L18349c139
V,1,490.6856,0.0004,15000,7.8e-03,C+,17182.073,37556.034,,T9399,L15916
In,2,490.707,0.005,180,4.2e-02,D+,124742.729,145115.79,,T9131,L3548c126
Ti,3,490.761,0.010,2,2.9e-01,D,161854.24,182225.09,,T1216,L3593
Fe,2,490.81454,0.00003,600,1.85e-01,C+,83308.241,103676.848,,T6892c83,L18349c139
Cu,2,490.973351,0.000003,160000,2.04e+00,B+,115568.99497,135931.01412,,T4710,"L19804c168,c175"
Tm,1,490.9736,0.0005,240,1.64e-02,B+,15271.002,35633.01,,T6708,"L2006,L3475"
Ti,2,491.11950,0.00005,109,1.70e-01,B+,25192.9650,45548.9273,,T7385,u37
Fe,1,491.15291,0.00019,107,1.9e-03,E,34328.752,54683.322,,T2578n,L11631
Zn,2,491.16269,0.00010,800,1.82e+00,C,96909.74,117264.0,,T7870,"L9761,L45"
Fe,1,491.17791,0.00007,407,1.6e-02,D,31686.351,52039.892,,T2578n,L11631
Fe,2,491.1957,0.0003,40,1.1e-02,D+,83308.241,103661.038,,T6892c83,L18349c139
Pr,2,491.2629,0.0010,10,4.3e-02,C+,7659.76,28009.80,,T8137,L3396
Cu,2,491.291989,0.000016,29000,6.0e-01,D+,115665.1539,136013.9671,,T9697,L19804c168
V,4,491.3083,0.0010,10,4.2e-01,D,263111.4,283459.4,,T2757,L147
Fe,2,491.3184,0.0003,50,1.9e-02,D+,82978.717,103326.445,,T6892c83,L18349c139
Fe,2,491.32951,0.00002,1300,2.58e-01,B+,82978.717,103325.974,,T6892c83,L18349c139
Ir,1,491.336,0.010,6,3.3e-02,C+,19593.25,39940.27,,"T4422,T7959",L7596
Ti,1,491.3615,0.0003,2500,4.44e-01,C+,15108.111,35454.052,,T4922,L10989
Ti,3,491.4315,0.0010,6,1.1e+00,D,147562.14,167905.19,,T1216,L3593
Nd,2,491.4385,0.0010,170,5.5e-02,B+,3066.755,23409.515,,T7685,"L3260,L3475"
In,2,491.485,0.005,83,4.5e-02,D+,124776.714,145117.59,,T9131,L3548c126
Co,2,491.4932,0.0003,34,3.4e-02,D,91667.338,112007.833,,T6999,L9429c118
N,1,491.494,0.010,160,8.08e-03,B,86137.350,106477.800,,T5475n,L3513
Ti,1,491.5230,0.0003,200,2.40e-02,C+,15220.393,35559.648,,T4922,L10989
In,2,491.530,0.005,14,8.e-03,D+,124776.714,145115.79,,T9131,L3548c126
Cu,2,491.58321,0.00017,11000,2.5e-01,D+,117883.0985,138219.8605,,T9697,L19804c168
Hg,1,491.6068,0.0010,20,5.8e-02,D+,54068.6829,74404.56,,T5292,L3451
V,1,491.6251,0.0002,79000,8.7e-02,B+,21101.589,41436.610&dagger;,,T9399,L15916
Xe,1,491.6507,0.0002,500,1.6e-02,C+,68045.156,88379.126,,"T5100n,T3269",L7292c110
V,4,491.694,0.010,2,3.1e-01,D,263608.3,283940.4,,T2757,L147
Tm,1,491.7085,0.0005,49,1.98e-02,B,18990.406,39322.014,,T6708,L2006
Sn,2,491.71,0.04,83,3.4e-02,D+,92268.106,112596.9,,T9352,L17864
S,2,491.7212,0.0010,19,5.82e-01,C,112937.57,133268.68,,T3186c85,L5883
Fe,1,491.72297,0.00007,950,6.4e-02,D,33801.572,54132.551,,T2578n,L11631
B,3,491.743,0.003,500,4.26e-01,A,242829.74,263159.78,,T5118LS,L482
Cl,2,491.773,0.010,26000,7.5e-01,D,126726.70,147055.61,,"T1277,T1619CA,LS",L1617
Ti,1,491.7781,0.0005,,1.47e-02,D+,21588.495,41917.1924,,T6897,L18003
Fe,1,491.80122,0.00007,620,4.2e-02,E,34121.603,54449.347,,T2578n,L11631
Ni,1,491.836,0.010,22,2.3e-01,D,30979.749,51306.038,,T4287,L3475
Cu,2,491.83779,0.00005,54000,2.9e+00,C,117747.3504,138073.5826,,T1922,L19804c168
B,3,491.843,0.003,500,8.51e-01,A,242833.65,263159.78,,T5118LS,L482
Cd,2,491.885,0.010,20,9.e-03,D+,89843.78,110168.11,,T3096,L3540
Fe,1,491.89937,0.00007,69000,1.79e-01,B,23110.939,43434.627,,T5720,L11631
Ca,3,491.9266,0.0018,70,8.2e-01,B,339198.09,359520.60,,u33,L1405
Fe,1,492.05028,0.00007,195000,3.58e-01,B+,22845.869,43163.326,,T5720,L11631
Nd,2,492.0692,0.0010,330,8.9e-02,B+,513.330,20830.030,,T7685,"L3260,L3475"
Ta,1,492.0882,0.0010,5,2.1e-03,C+,9705.38,30021.20,,T4976,L7593
La,2,492.098,0.010,1000,8.0e-02,B+,1016.10,21331.60,,T7455,L3475
Ta,1,492.1271,0.0010,100,1.18e-02,B,6049.42,26363.69,,T4976,"L7593,L3475"
La,2,492.179,0.010,1000,8.8e-02,B+,1970.70,22282.90,,T7455,L3475
He,1,492.19313,0.00005,20,1.9863e-01,AAA,[171134.896946],[191446.4557405],,T8636c73,L14926
Fe,2,492.21869,0.00008,180,8.e-02,D+,83558.569,103869.046,,T6892c83,L18349c145
Cr,1,492.22647,0.00005,230,4.0e-01,D,25038.4981,45348.6792,,T1426n,L14866
Xe,1,492.3152,0.0002,500,9.74e-03,B,68045.156,88351.681,,"T8608n,T6672",L7292
Tm,1,492.3826,0.0005,550,1.77e-01,B+,18853.823,39157.57,,T6708,"L2006,L3475"
Fe,2,492.39216,0.00002,5000,4.3e-02,C,23317.6351,43620.9842,,T7589,L18349c139
Zn,2,492.40132,0.00010,500,2.72e+00,C,96960.40,117263.4,,T7870,"L9761,L45"
S,2,492.4115,0.0010,18,2.09e-01,C,109831.59,130134.16,,T3186c85,L5883
Nd,1,492.453,0.010,470,9.0e-01,,0.000,20300.875,,T7227,L3475
O,2,492.4531,0.0010,21,5.43e-01,C+,212161.881,232462.724,,T6172,L10621
W,1,492.4561,0.0010,15,1.75e-03,C,17008.50,37309.16,,T4976,L153
Fe,1,492.47692,0.00007,3890,4.23e-03,C,18378.186,38678.039,,T5720,L11631
In,2,492.493,0.005,140,5.0e-02,C,124830.176,145129.44,,T9131,L3548c126
S,2,492.5347,0.0010,19,4.27e-01,C+,109560.69,129858.18,,T3186c85,L5883
V,1,492.56567,0.00018,450000,5.3e-02,B+,9824.626,30120.823,,T9399,L15916
Ta,1,492.6005,0.0010,110,1.53e-02,B,6068.91,26363.69,,T4976,"L7593,L3475"
Ti,1,492.6151,0.0003,120,2.65e-03,C+,6598.765,26892.936,,T4498,L10989
Y,1,492.63280,0.00010,10,8.4e-02,B+,16158.865,36452.295,,T9421,L7610
Cu,2,492.64228,0.00005,26000,9.e-01,D+,115665.1539,135958.1919,,T9697,L19804c168
P,2,492.720,0.010,150,1.9e-01,D,103165.61,123455.46,,"T1619CA,LS",L3986
Fe,1,492.74179,0.00007,690,2.58e-03,D+,28819.954,49108.896,,T5720,L11631
Tm,1,492.7732,0.0005,500,1.63e-01,B+,19132.245,39419.90,,T6708,L2006
In,2,492.782,0.005,57,5.5e-03,D+,124830.176,145117.59,,T9131,L3548c126
Ti,1,492.8337,0.0003,890*,6.2e-01,D,17369.529,37654.690,,T4401n,L10989
Fe,1,493.03150,0.00007,1050,5.75e-02,B,31937.325,52214.345,,T6110,L11631
Co,2,493.12538,0.00009,150bl(Co I),1.27e-01,C+,91667.338,111940.524,,T6999,L9429c118
W,1,493.1551,0.0010,50,1.0e-02,C,15460.01,35731.96,,T4976,L153
Cu,2,493.155496,0.000020,28000,7.1e-01,D+,115638.8036,135910.7245,,T9697,L19804c168
Cu,2,493.16982,0.00005,140000,1.9e+00,C,115662.5622,135933.89499,,T1922,"L19804c168,c175"
C,1,493.202553,0.000017,73000,6.0e-02,B,61981.83211,82251.82041,,T6070,L12175c183
V,1,493.20323,0.00018,190000,3.45e-02,B+,9824.626,30094.585,,T9399,L15916
Ar,2,493.32089,0.00001,251,1.44e-01,A,135085.9958,155351.1206,,T926,L11520
Ba,2,493.4077,0.0010,6900,9.53e-01,B,0.000,20261.561,,T5855,L9224
Co,2,493.45848,0.00007,110,6.3e-02,C+,91326.932,111586.397,,T6999,L9429c118
N,1,493.512,0.010,210,1.76e-02,B,86220.510,106477.800,,T5475n,L3513
Fe,2,493.5373,0.0005,25,3.6e-03,D+,83713.583,103969.814,,T6892c83,L18349c139
Ni,1,493.583,0.010,16,2.4e-01,D,31786.162,52040.523,,T4287,L3475
Tm,1,493.5880,0.0005,50,1.21e-02,B,18990.406,39244.584,,T6708,L2006
Ar,2,493.6083,0.0008,3,7.e-03,C+,150147.7021,170401.0170,,T926,L14821
Co,2,493.62444,0.00012,150,5.e-04,E,90753.266,111005.925,,T6999,L9429c118
Cr,1,493.63354,0.00007,58,1.4e-01,D,25106.2953,45358.5837,,T1621n,L14866
Ta,1,493.6421,0.0010,150,4.5e-02,B+,12234.76,32486.75,,T4976,"L7593,L3475"
W,2,493.67844,0.00010,4,2.01e-03,B,22139.861,42390.287,,T7162,L11762
Fe,2,493.70719,0.00016,80,1.4e-02,D+,83136.508,103385.785,,T6892c83,L18349c139
Cu,2,493.722029,0.000023,26000,1.1e+00,D+,117928.2197,138176.8797,,T9697,L19804c168
Cu,2,493.79740,0.00004,16000,2.8e-01,D+,115665.1539,135910.7245,,T9697,L19804c168
Ti,1,493.8036,0.0003,7,1.78e-03,C+,16106.076,36351.365,,T6897,L10989
Co,2,493.85256,0.00010,110,8.7e-02,C+,90697.464,110940.775,,T6999,L9429c118
Co,2,493.85968,0.00010,170,1.1e-02,D,90753.266,110996.275,,T6999,L9429c118
K,2,493.875,0.003,3,4.29e-01,,194772.2,215014.6,,T8304,L3490
Tm,1,493.8753,0.0005,3,1.4e-03,D+,19466.663,39709.038,,T6708,L2006
Fe,1,493.88135,0.00007,13200,3.27e-02,B+,23192.500,43434.627,,T5720,L11631
Ho,1,493.901,0.010,290,2.6e-02,,0.00,20241.31,,T7227,L3475
Ir,1,493.9173,0.0010,18,3.1e-03,C+,13939.80,34180.48,,T4422,L7593
Co,2,493.93498,0.00008,260,7.e-02,D,90753.266,110993.189,,T6999,L9429c118
Fe,1,493.96864,0.00007,11700,1.39e-04,A,6928.268,27166.820,,T3548,L11631
B,2,494.0376,0.0010,440,1.88e+00,B,154686.12,174921.89,,u27,L12120
Co,2,494.05825,0.00005,770bl(Co I),3.7e-01,C+,90697.464,110932.343,,T6999,L9429c118
Ti,1,494.0969,0.0003,14,3.98e-03,B+,15975.631,36208.929,,T6897,L10989
O,2,494.1069,0.0010,18,6.04e-01,B,214169.920,234402.797,,"T6172,T6632",L10621
Ti,1,494.1569,0.0003,96,5.3e-02,D,17423.856,37654.690,,T4401n,L10989
Co,2,494.1665,0.0005,100,2.4e-02,D,90697.464,110927.845,,T6999,L9429c118
K,1,494.2002,0.0010,8bl,2.69e-03,AA,12985.185724,33214.2267,,T9168,L1792
Co,2,494.20492,0.00008,230,1.03e-01,C+,90697.464,110926.337,,T6999,L9429c118
Fe,2,494.2169,0.0002,50,2.7e-02,D+,83136.508,103364.897,,T6892c83,L18349c139
Lu,1,494.234,0.010,180,9.7e-03,B+,1993.92,22221.68,,T7218,L3475
Fe,1,494.24589,0.00007,630,9.67e-03,C,34039.516,54266.716,,T5720,L11631
S,2,494.2466,0.0010,16,1.26e-01,C,109560.69,129787.83,,T3186c85,L5883
Cr,1,494.24952,0.00005,220,1.98e-03,B,7593.1484,27820.1975,,T4624,L14866
V,1,494.2802,0.0002,60000,5.4e-02,B+,21275.652,41501.449,,T9399,L15916
O,2,494.2999,0.0010,20,7.88e-01,B,214229.671,234454.634,,"T6172,T6632",L10621
Cu,2,494.30240,0.00007,20000,4.0e-01,D+,115638.8036,135863.6857,,T9697,L19804c168
K,2,494.324,0.003,6,1.25e-01,,166457.3,186681.4,,T8304,L3490
Co,2,494.33732,0.00007,260,9.e-02,D,90753.266,110976.722,,T6999,L9429c118
P,2,494.353,0.010,500,6.3e-01,D,103667.86,123890.81,,"T1619CA,LS",L3986
Sc,3,494.4072,0.0010,1,2.7e-01,D,155575.20,175795.73,,T2886LS,L1891
Sn,2,494.42562,0.00020,150,4.9e-02,B+,72048.260,92268.106,,T8718,L3149
Ti,1,494.4351,0.0003,14*,5.30e-03,B,15877.081,36096.542,,T6897,L10989
Cr,1,494.4562,0.0004,2,1.3e-01,D,31028.2590,51246.842,,T4288,L14866
B,5,494.460,0.020,70*,4.5639e+00,AA,(2667903.992966),(2688121.662903),,T7771,L12548
B,5,494.460,0.020,70*,4.6339e+00,AA,(2667904.557891),(2688121.917011),,T7771,
Hf,1,494.4820,0.0015,270,8.e-05,E,4567.6413,24785.2649,,T5346,L16323
Nd,1,494.483,0.010,260,6.7e-01,,1128.056,21345.572,,T7227,L3475
Co,2,494.48821,0.00008,140,3.6e-01,C+,90753.266,110970.554,,T6999,L9429c118
Fe,2,494.5062,0.0009,26,4.8e-02,D+,83459.721,103676.286,,T6892c83,L18349c139
Ac,2,494.5180,0.0009,5300,4.53e-01,C+,16756.847,36972.910,,T10463,L7344
Fe,1,494.56370,0.00007,417,1.3e-02,E,33946.933,54161.139,,T2578n,L11631
La,1,494.585,0.010,26,9.1e-02,B+,7011.909,27225.26,,T9460,L3475
Fr,1,494.6157,0.0002,,1.67e-03,,12237.409,32449.483,,T6898,L12264
La,2,494.647,0.010,110,1.02e-02,B,1895.15,22106.02,,T7455,L3475
Fe,2,494.68993,0.00015,80,2.2e-02,D+,83459.721,103668.762,,T6892c83,L18349c139
Si,1,494.7607,0.0010,30,4.2e-02,D,40991.884,61198.036,,T1619CA,L3521
Fe,2,494.80872,0.00003,600,2.06e-01,C+,83136.508,103340.699,,T6892c83,L18349c139
Co,2,494.82002,0.00021,210,2.5e-01,D,91358.992,111562.737,,T6999,L9429c118
Tm,1,494.8353,0.0005,240,1.87e-02,B+,17454.818,37657.928,,T6708,L2006
Co,2,494.84214,0.00008,180,8.6e-02,C+,91352.880,111555.701,,T6999,L9429c118
Y,1,494.85553,0.00010,6,3.8e-02,B+,16158.865,36361.145,,T9421,L7610
W,1,494.8587,0.0010,10,1.36e-03,D,17107.01,37309.16,,T4976,L153
Fe,2,494.87913,0.00002,1200,4.2e-01,B+,83459.721,103661.038,,T6892c83,L18349c139
Hf,1,494.8951,0.0007,2700,9.78e-03,B,10532.5690,30733.2723,,T5346,"L21976,L16323"
Co,2,494.94999,0.00005,620*,1.35e-01,C+,89931.466,110129.926,,T6999,L9429c118
Co,2,494.94999,0.00005,620*,3.0e-03,D,91424.773,111622.997,,T6999,L9429c118
Co,2,494.97356,0.00016,410*,3.0e-02,D,91352.880,111550.344,,T6999,L9429c118
Co,2,494.97356,0.00016,410*,5.4e-01,C+,91358.992,111556.446,,T6999,L9429c118
La,1,494.977,0.010,370,9.0e-01,B+,0.000,20197.34,,T9460,L3475
Tm,1,494.9845,0.0005,12,1.30e-03,B,16456.913,36653.924,,T6708,L2006
Y,1,495.0005,0.0010,3,1.98e-02,B+,15864.481,36060.842,,T4373,L7610
Si,4,495.011,0.010,3*,9.46e-03,B+,293718.99,313914.92,,c33,L6098
Si,4,495.011,0.010,3*,1.89e-01,A,293718.99,313914.92,,c33,L6098
Si,4,495.011,0.010,3*,1.99e-01,A,293718.99,313914.92,,c33,L6098
Ca,3,495.0527,0.0018,70,1.22e+00,B,344149.81,364343.85,,u33,L1405
Mo,1,495.0614,0.0010,110,2.93e-02,B+,18229.152,38423.030,,T5293,"L10250,L3475"
K,1,495.0815,0.0010,9,2.69e-03,B+,12985.185724,33178.2324,,T9168,L6096
Tm,1,495.1229,0.0005,2,4.6e-04,D+,17454.818,37646.186,,T6708,L2006
Co,2,495.14873,0.00013,67,1.09e-01,C+,91352.880,111543.201,,T6999,L9429c118
Fe,2,495.15805,0.00002,2100,4.4e-01,B+,83136.508,103326.445,,T6892c83,L18349c139
Co,2,495.25707,0.00005,670,4.6e-01,C+,91352.880,111538.779,,T6999,L9429c118
Fe,2,495.26524,0.00004,400,1.63e-01,C+,83459.721,103645.256,,T6892c83,L18349c145
Ar,2,495.2924,0.0008,2,6.e-03,D,138243.6444,158428.1087,,T926,L14821
W,1,495.3075,0.0010,15,8.3e-03,B,19827.68,40011.50,,T6977,L153
Co,2,495.36883,0.00007,280,4.5e-01,C+,90753.266,110934.611,,T6999,L9429c118
Cr,1,495.3717,0.0002,4,8.5e-03,D,25177.3539,45358.5837,,T4288,L14866
Cu,2,495.37244,0.00005,82000,3.1e+00,C,117883.0985,138064.2971,,T1922,L19804c168
C,2,495.3850,0.0010,23,2.47e-01,B,182023.89,202204.56,,T2440,L1176
P,2,495.439,0.010,300,7.8e-01,D,103165.61,123344.19,,"T1619CA,LS",L3986
V,4,495.4408,0.0010,1,1.9e-01,,264161.8,284340.1,,T2757,L147
Co,2,495.46520,0.00012,150,2.7e-01,C+,91424.773,111602.201,,T6999,L9429c118
Nd,1,495.478,0.010,290,2.9e-01,,0.000,20176.912,,T7227,L3475
Cr,1,495.48055,0.00007,78,1.2e-01,D,25177.3539,45354.1500,,T1621n,L14866
Fe,2,495.5086,0.0007,25,3.2e-03,D,83812.352,103988.001,,T6892c83,L18349c139
Co,2,495.53504,0.00006,380,1.45e-01,C+,90753.266,110927.845,,T6999,L9429c118
Ne,1,495.53905,0.00020,1500,2.69e-03,C,150121.5922,170296.0099,,T6976,L4498
O,2,495.5705,0.0010,14,1.81e-01,B,214229.671,234402.797,,"T6172,T6632",L10621
K,1,495.61461,0.00010,9,5.322e-03,AA,13042.896027,33214.2267,,T9168,L1792
Co,2,495.69886,0.00006,340,3.7e-01,C+,89931.466,110099.385,,T6999,L9429c118
Ne,1,495.70335,0.00004,10000,1.06e-02,C+,150121.5922,170289.3243,,T6976,L3451
Ba,2,495.7092,0.0010,10,5.1e-01,C,48258.617,68426.095u,,"T3225,T7387",L9224
Ne,1,495.71220,0.00010,1500,3.41e-03,C+,150121.5922,170288.9415,,T6976,L7292
Tm,1,495.7175,0.0005,1400,3.50e-01,B+,18990.406,39157.57,,T6708,"L2006,L3475"
Fe,1,495.72983,0.00007,66000,1.18e-01,B,22996.674,43163.326,,T5720,L11631
Mo,1,495.7530,0.0010,150,6.4e-02,B+,18356.491,38522.192,,T5293,"L10250,L3475"
Fe,1,495.75965,0.00007,295000,4.22e-01,B+,22650.416,42815.855,,T5720,L11631
V,1,495.765,0.002,130000,7.4e-03,C+,13810.910,33976.069&dagger;,,T9399,L14162
Co,2,495.7901,0.0003,47,1.0e-03,E,91408.494,111572.695,,T6999,L9429c118
Nd,2,495.8139,0.0010,50,1.55e-02,B+,3066.755,23229.980,,T7685,"L3260,L3475"
Ac,2,495.8230,0.0009,6800,1.20e-01,C+,9087.517,29250.366,,T10463,L7344
Co,2,495.82963,0.00005,900,8.8e-02,C+,89931.466,110094.056,,T6999,L9429c118
C,2,495.8670,0.0020,10,1.24e-01,B+,182043.39,202204.56,,T2440,L1176
Fe,2,495.88211,0.00004,400,4.7e-02,D+,83713.583,103874.040,,T6892c83,L18349c139
Nd,2,495.9130,0.0010,290,4.31e-02,B+,513.330,20672.575,,T7685,"L3260,L3475"
Fr,1,495.9144,0.0002,,2.00e-03,,12237.409,32396.552,,T6898,L12264
Fe,2,495.95574,0.00017,70,2.1e-02,D+,83812.352,103969.814,,T6892c83,L18349c139
C,2,495.9920,0.0020,10,6.02e-02,B,182023.89,202179.86,,T2440,L1176
Tm,1,496.0163,0.0005,24,3.4e-03,C+,17613.659,37768.662,,T6708,L2006
Ac,2,496.0870,0.0009,4900,3.44e-01,C+,13236.418,33388.554,,T10463,L7344
Ti,3,496.136,0.010,7,4.5e-01,D,129253.41,149403.52,,T1216,L3593
Hg,2,496.1873,0.0003,18000c,2.1e-03,,84836.143,104984.138,,T7226,L11760
Co,2,496.19095,0.00010,80*,1.6e-03,E,91408.494,111556.446,,T6999,L9429c118
Co,2,496.19095,0.00010,80*,3.8e-02,D,91424.773,111572.695,,T6999,L9429c118
Fe,1,496.19137,0.00020,234,1.4e-03,E,29313.008,49460.902,,T2578n,L11631
Co,2,496.20836,0.00011,90,8.5e-02,C+,91408.494,111555.701,,T6999,L9429c118
Sr,1,496.2263,0.0002,2500,6.14e-01,AA,14898.545,35045.019,,T5178,L7362
Co,2,496.23565,0.00005,1100,8.8e-01,C+,89931.466,110077.560,,T6999,L9429c118
Fe,1,496.25715,0.00007,680,1.37e-02,C+,33695.397,53840.620,,T5720,L11631
Co,2,496.3408,0.0007,24,8.e-02,D,91408.494,111550.344,,T6999,L9429c118
Ac,1,496.3481,0.0006,590c,2.86e-01,B,12078.067,32219.622,,T10463,L7344
Y,1,496.3489,0.0010,1,1.43e-02,B,15994.045,36135.567,,T9421,L7610
Rh,1,496.371,0.010,60,3.0e-02,C+,11006.05,31146.68,,T5181,L3475
Co,2,496.41681,0.00005,2200,8.3e-01,C+,89931.466,110070.208,,T6999,L9429c118
Co,2,496.43552,0.00017,76,1.8e-01,D,91424.773,111562.737,,T6999,L9429c118
Tm,1,496.4672,0.0005,19,9.e-03,D+,21737.685,41874.369,,T6708,L2006
Ti,1,496.4716,0.0003,150,8.17e-02,B+,15877.081,36013.597,,T6897,L10989
C,2,496.4730,0.0010,61,3.14e-01,B+,182043.39,202179.86,,T9221,L1176
Cr,1,496.49271,0.00005,130,1.61e-03,B,7593.1484,27728.8110,,T4624,L14866
K,1,496.5031,0.0010,10,3.36e-03,A,13042.896027,33178.1339,,T9168,L6096
Ar,2,496.50794,0.00001,891,3.94e-01,A,139258.3389,159393.3850,,T926,L11520
Co,2,496.51642,0.00014,33,4.6e-02,D,91408.494,111543.201,,T6999,L9429c118
V,2,496.5389,0.0006,240,4.7e-02,C,30641.7674,50775.5487,,T9770,L18516
Mn,1,496.588,0.010,35,1.1e-02,C,23296.67,43428.58,,T3623n,L3475
Co,2,496.59140,0.00008,200,1.1e-01,D,91424.773,111556.446,,T6999,L9429c118
Fe,1,496.60886,0.00007,13200,3.31e-02,C+,26874.550,47005.506,,T5720,L11631
Lu,1,496.613,0.010,5,3.3e-04,C+,1993.92,22124.76,,T7218,L18169
Cr,1,496.680,0.003,25,3.0e-01,D,31048.7488,51176.840,,T4288,L808
Co,2,496.74167,0.00007,240,2.7e-01,C+,91424.773,111550.344,,T6999,L9429c118
Sr,1,496.7944,0.0002,1200,1.28e-01,B+,14898.545,35021.989,,T5178,L7362
Ti,1,496.8568,0.0003,220,8.92e-02,B+,15975.631,36096.542,,T6897,L10989
Fe,1,496.86975,0.00007,1510,7.1e-03,E,29356.744,49477.127,,T2578n,L11631
Fr,1,496.9031,0.0002,,4.57e-04,,12237.409,32356.444,,T6898,L12264
Fe,2,496.93564,0.00006,200,2.0e-01,D+,83558.569,103676.286,,T6892c83,L18349c139
Ta,1,496.9693,0.0010,45,1.00e-02,B,10950.22,31066.34,,T4976,"L7593,L3475"
P,2,496.971,0.010,300,5.8e-01,D,103339.14,123455.46,,"T1619CA,LS",L3986
Cu,2,496.98062,0.00018,4400,1.1e-01,D+,116325.9148,136441.817,,T9697,L869c171
V,4,497.0348,0.0010,3,2.5e-01,D,264113.1,284226.7,,T2757,L147
La,2,497.039,0.010,340,6.3e-02,B+,2591.60,22705.15,,T7455,L3475
