element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(10^8 s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type,tp_ref,line_ref
Li,2,484.30,0.10,,9.3199e-04,AAA,69.585425,72.144756,3,5,,T8636c73,L1560
Fe,1,484.31435,0.00007,1380,9.2e-03,E,3.39650880,5.95578840,7,5,,T2578n,L11631
Xe,1,484.32934,0.00005,300,7.02e-03,B,8.4365241,10.9957246,3,5,,"T8608n,T6672",L7292
Fe,2,484.32960,0.00003,1100,1.2e-03,D,7.5746170,10.1338154,6,8,,T6892c83,L18349c139
Ba,2,484.346,0.010,,9.34e-02,B,6.2006159,8.7597198,4,6,,"T3225,T7387",L6094
W,1,484.3810,0.0010,400,1.9e-02,B,0.412313,2.971240,5,5,,T4976,L153
Fe,1,484.40135,0.00007,760,3.62e-03,C,3.54652001,6.10533975,5,7,,T5720,L11631
Xe,2,484.433,0.010,2000,1.1e+00,,11.539016,14.097673,6,8,,T8043,L6925
Tm,1,484.4591,0.0005,110,1.44e-02,B+,1.9326423,4.4911575,12,14,,T6708,L2006
Co,2,484.4859,0.0006,38,5.e-02,D,11.2785437,13.8369094,5,5,,T6999,L9429c118
O,2,484.4913,0.0010,8,1.02e-02,D,26.3047208,28.8630624,4,6,,T6172,L10621
V,4,484.521,0.010,3,3.6e-01,D,29.27869,31.83689,3,3,,T2757,L147
Y,1,484.5668,0.0010,550,6.8e-01,B+,1.39828486,3.9562321,8,8,,T9421,"L7610,L3475"
V,1,484.6607,0.0004,18000,4.8e-03,C,1.7111742,4.2686238,4,4,,T9399,L15916
Tm,1,484.6887,0.0005,97,2.48e-02,B+,2.3375761,4.8948804,12,12,,T6708,L2006
Ba,2,484.714,0.010,,3.5e-02,C+,6.1235575,8.6807021,2,2,,"T3225,T7387",L6094
Co,2,484.7482,0.0005,57,8.e-04,D,11.19611730,13.75311298,13,11,,T6999,L9429c118
Ar,2,484.78095,0.00001,832,8.49e-01,B,16.74852891,19.30534490,4,2,,T926,L11520
Co,2,484.78273,0.00012,67p,2.1e-01,C+,11.3270714,13.8838786,3,5,,T6999,L9429c118
Cr,2,484.824960,0.000014,180,2.6e-02,D,3.86441085,6.42099470,8,8,,T4502,L18847
V,1,484.88084,0.00018,87000bl(V II),2.9e-02,C,1.7123346,4.2686238,2,4,,T9399,L15916
Fe,1,484.88832,0.00019,245,6.89e-04,C,2.27860466,4.83485507,5,3,,T5720,L11631
Ti,3,484.9658,0.0010,7,1.1e-01,D,18.554951,21.110792,7,5,,T1216,L3593
K,1,484.9865,0.0010,7,1.871e-03,A+,1.60995784350,4.16569049,2,2,,T9168,L6096
La,1,485.082,0.010,70,6.2e-02,B,0.1305757,2.685809,6,8,,T9460,L3475
Ba,2,485.084,0.010,,1.55e-02,B,6.2006159,8.7557947,4,4,,"T3225,T7387",L6094
Cu,2,485.12625,0.00011,12000,2.9e-01,D+,14.34033006,16.89532667,9,9,,T9697,L19804c168
V,1,485.14903,0.00015,2300000,1.00e-01,B+,0.00000000,2.55487629,4,2,,T9627,L15916
Cs,3,485.1586,0.0005,85000h,1.95e-01,,20.1924655,22.7472895,6,4,,T8611,L14869
Tm,1,485.1755,0.0005,270D,4.00e-01,B+,2.3720961,4.926832,4,2,,T6708,"L2006,L3475"
Ca,3,485.1929,0.0018,70,9.7e-01,B,42.247457,44.802100,5,3,,u33,L1405
Ta,1,485.2166,0.0010,30,1.65e-02,B+,1.357654,3.912184,4,4,,T4976,"L7593,L3475"
Y,1,485.2682,0.0010,410,6.3e-01,B,1.37357308,3.9278247,6,6,,T4373,"L7610,L3475"
Tc,1,485.3588,0.0010,20000,4.9e-01,,1.303884,3.857654,8,10,,T6934,L149
Y,2,485.4861,0.0010,890,3.9e-01,B,0.9922612,3.5453635,5,3,,T4373,"L10987,L3475"
La,1,485.495,0.010,23,2.7e-01,B+,1.1386457,3.691701&dagger;,6,6,,T9460,L3475
Cu,2,485.498733,0.000018,34000,3.5e-01,D+,14.32872921,16.88176511,11,11,,T9697,"L19804c168,c175"
Sr,1,485.5045,0.0002,1200,2.63e-01,B+,2.2514340,4.8044398,3,5,,T5178,L7362
V,4,485.505,0.010,3,1.4e+00,D,29.27869,31.83169,3,1,,T2757,L147
Rb,2,485.5336,0.0010,300c,6.3e-01,,17.4334240,19.9862740,3,1,,T3743,L2590
Ni,1,485.541,0.010,45,5.7e-01,D,3.5421297,6.0949429,5,5,,T2765,L3475
Hg,2,485.5584,0.0004,16000h,2.2e-02,,13.8826922,16.4354135,4,2,,T7226,L11760
Co,2,485.56267,0.00008,160bl(Co I),3.9e-02,D,11.2785437,13.8312365,5,5,,T6999,L9429c118
Ac,1,485.5681,0.0006,1400c,4.03e-01,B,1.3521750,3.9048425,8,6,,T10463,L7344
Ti,2,485.59053,0.00014,18,2.39e-02,C+,3.09479326,5.64734724,4,4,,T7385,u37
Ti,1,485.6010,0.0003,2200,5.2e-01,D,2.2555912,4.8080894,13,15,,T4401n,L10989
K,1,485.6090,0.0010,8,2.10e-03,A,1.60995784350,4.16241300,2,4,,T9168,L6096
Fe,2,485.6152,0.0003,50,9.e-03,D+,10.3476866,12.9001119,4,6,,T6892c83,L18349c139
Cr,2,485.61905,0.00003,24,2.6e-03,D,3.85378648,6.40618989,4,6,,T4502,L18847
Ti,3,485.622,0.010,2,4.7e-01,D,15.923712,18.476094,3,1,,T1216,L3593
O,2,485.6395,0.0010,11,5.58e-02,C,26.3047208,28.8570199,4,6,,T6172,L10621
V,1,485.65507,,:,1.10e-02,C+,2.63784466,5.19005876,10,10,,T9399,L18972
Y,1,485.6714,0.0010,50,2.01e-01,B+,1.91884554,4.4709746,6,6,,T4373,"L7610,L3475"
O,2,485.6758,0.0010,13,1.00e-01,C,26.3047208,28.8568239,4,4,,T6172,L10621
V,1,485.7057,0.0004,9900,3.6e-03,C+,2.13030555,4.68225371,10,12,,T9399,L15916
Co,2,485.70778,0.00023,140,6.e-02,D,11.2785437,13.8304800,5,7,,T6999,L9429c118
Ti,3,485.8129,0.0010,9,4.2e-01,D,15.955486,18.506872,7,5,,T1216,L3593
Mo,1,485.8389,0.0010,23,1.24e-01,B,4.3159089,6.8671573,13,11,,T5293,L10250
Hf,1,485.8420,0.0011,2200,6.00e-03,B,0.81489232,3.36612935,3,5,,T5346,"L21976,L16323"
W,1,485.8596,0.0010,12,1.3e-03,B,1.708218,4.259363,5,7,,T4976,L153
N,3,485.882,0.010,90,4.35e-01,B,38.39248,40.94356,2,4,,T7192LS,L3513
Fe,2,485.90296,0.00009,110,1.9e-02,D+,10.3289055,12.8798182,6,8,,T6892c83,L18349c139
Nd,2,485.9030,0.0010,280,8.6e-02,B+,0.3205562,2.8714703,14,12,,T7685,"L3260,L3475"
Fe,1,485.91215,0.00019,295,1.1e-02,E,4.19086081,6.74172473,5,5,,T2578n,L11631
Ca,3,485.9167,0.0018,90,1.09e+00,B,42.226557,44.777398,7,5,,u33,L1405
Fe,1,485.97411,0.00007,24500,1.62e-01,B+,2.87550352,5.42604198,5,3,,T5720,L11631
Y,1,485.98413,0.00010,330,7.3e-01,B,1.35606353,3.9065488,4,4,,T4373,"L7610,L3475"
D,1,485.99564,0.00003,,1.7193e-01,AA,10.20158115391,[12.7520068882],2,4,,T8637,"L46,L1890,c27"
D,1,485.9964553,0.0000024,,9.6707e-02,AA,10.2015855347428,12.7520068974,2,4,,T8637,L10329
D,1,485.9975364,0.0000024,,9.6710e-02,AA,10.2015855347428,12.7520012242,2,2,,T8637,L10329
D,1,486.00013,0.00009,,8.4217e-02,AA,[10.20160496],[12.75200765],8,32,,T8637,"L46,L1890,c27,c64"
D,1,486.00385,0.00004,,2.0631e-01,AA,10.2016265299,12.75200877891,4,6,,T8637,"L46,L1890,c27"
Ac,1,486.0160,0.0010,5500c,2.65e-01,B,0.2766623,2.826977,6,6,,T10463,L7344
Fe,2,486.06798,0.00002,700,8.5e-02,C+,10.2725501,12.8225962,12,14,,T6892c83,L18349c139
La,2,486.091,0.010,320,3.69e-02,B+,0.244336,2.794269,9,7,,T7455,L3475
O,2,486.0968,0.0010,12,4.70e-01,C,28.823901,31.373797,2,4,,T5723LS,L10621
Fe,1,486.09781,0.00007,457,1.3e-03,E,3.39650880,5.94639870,7,9,,T2578n,L11631
H,1,486.1286949,0.0000024,,9.6680e-02,AAA,10.19881052514816,12.74853811674,2,4,,T7771,L9477
H,1,486.1297761,0.0000024,,9.6682e-02,AAA,10.19881052514816,12.74853244632,2,2,,T7771,L9477
H,1,486.135,0.005,180000,8.4193e-02,AAA,10.1988358,12.7485393,8,32,,T8637,L7439c30
C,2,486.2570,0.0010,29,2.34e-02,B,19.494538,22.043587,2,4,,T5109LS,L1176
Tm,1,486.2934,0.0005,70,1.07e-02,B+,2.1641216,4.7129859,14,14,,T6708,L2006
K,1,486.3483,0.0010,8,3.698e-03,AA,1.6171130092,4.16569049,4,2,,T9168,L6096
Cs,3,486.4125,0.0016,45000c,5.55e-02,,19.9604477,22.5086846,4,6,,T8611,L14869
P,2,486.442,0.010,200,1.1e-01,D,12.812420,15.360503,5,5,,"T1619CA,LS",L3986
W,2,486.45636,0.00010,3,2.00e-03,B,2.95128291,5.49929234,8,6,,T7162,L11762
V,1,486.47297,0.00015,3500000,7.6e-02,B+,0.01703332,2.56495646,6,4,,T9627,L15916
V,1,486.48345,0.00018,450000bl(V II),3.68e-02,B+,1.18338392,3.73125300,2,4,,T9399,L15916
O,2,486.4879,0.0010,11,8.07e-02,C,26.3047208,28.8525664,4,2,,T6172,L10621
Ti,2,486.56115,0.00019,13,7.65e-04,C+',1.11558346,3.66304545,8,6,,T7385,u37
Ar,2,486.59109,0.00002,83,1.5e-01,D,19.96749907,22.514803938,4,6,,T1240,L11520
Fe,2,486.61989,0.00005,270,6.0e-02,C+,10.3076133,12.8547671,8,10,,T6892c83,L18349c139
C,2,486.7070,0.0020,17,2.33e-02,B,19.494538,22.041235,2,2,,T5109LS,L1176
N,3,486.715,0.010,150,6.18e-01,B,38.41648,40.96313,8,10,,T7192LS,L3513
Mo,1,486.8017,0.0010,360,3.11e-01,A,2.5972135,5.1434163,7,5,,T5293,"L10250,L3475"
Ti,1,486.8142,0.0005,,1.56e-01,C+,3.3365027,5.8826391,13,13,,T6897,L18003
Sr,1,486.8700,0.0002,1200,3.4e-01,A',2.2588413,4.8046865,5,7,,T5178,L7362
Mg,2,486.8845,0.0010,2*,1.50e-03,C+,11.629672,14.175453,6,4,,c31,L7414
Mg,2,486.8845,0.0010,2*,1.41e-03,C+,11.629687,14.175446,8,6,,c31,L7414
Ac,1,486.8870,0.0020,890,3.32e-01,B,1.2229292,3.768695,6,4,,T10463,L7344
Sr,1,486.9170,0.0005,1100,7.5e-02,B+,2.2588413,4.8044398,5,5,,T5178,L4447
Fe,1,486.94636,0.00019,245,1.3e-03,E,3.54652001,6.09196644,5,7,,T2578n,L11631
K,1,486.9757,0.0010,9,2.61e-03,A,1.6171130092,4.16240485,4,6,,T9168,L6096
Fe,2,486.99690,0.00016,60,1.4e-02,D+,10.3476866,12.8928690,4,6,,T6892c83,L18349c139
Fe,1,487.0036,0.0004,98,3.88e-03,C+,3.92860683,6.47375371,5,3,,T6110,L11631
V,1,487.0142,0.0004,12000,4.7e-03,C+,2.12223095,4.6673215,8,10,,T9399,L15916
Tm,1,487.0367,0.0005,490,1.25e-01,B+,2.3720961,4.9170710,4,6,,T6708,L2006
Cr,1,487.07975,0.00007,47,3.5e-01,D,3.07899825,5.62374764,7,9,,T1426n,L14866
V,1,487.1255,0.0002,86000,5.0e-02,B+,2.13774423,4.68225371,12,12,,T9399,L15916
Fe,1,487.13179,0.00007,63000,2.44e-01,B+,2.86539125,5.40986861,7,5,,T5720,L11631
O,2,487.1520,0.0010,15,5.60e-01,C,28.829685,31.374055,4,6,,T5723LS,L10621
Fe,1,487.19278,0.00007,540,2.84e-03,C+,3.25148176,5.79564049,7,7,,T5720,L11631
O,2,487.2005,0.0010,6,9.34e-02,D,28.829685,31.373797,4,4,,T5723LS,L10621
Fe,1,487.21375,0.00007,38000,2.54e-01,B+,2.88199261,5.42604198,3,3,,T5720,L11631
Sr,1,487.2493,0.0002,1500,4.8e-01,A',1.7983082,4.3421732,3,5,,T5178,L7362
Cu,2,487.33056,0.00017,9900,2.4e-01,D+,14.59881086,17.14225144,7,7,,T9697,L19804c168
Fe,1,487.37510,0.00019,112,5.5e-04,E,3.30092244,5.84412959,5,5,,T2578n,L11631
Ti,3,487.3995,0.0010,10,1.5e+00,D,18.252057,20.795137,5,7,,T1216,"L3593,L11926"
Ti,2,487.40096,0.00005,62,2.20e-01,B,3.09479326,5.63786549,4,2,,T7385,u37
Cr,1,487.46522,0.00017,6,6.9e-03,D,3.11278390,5.65551992,7,9,,T2268,L14866
Ti,1,487.4872,0.0003,11,1.03e-01,C+,3.3194250,5.8620458,11,11,,T6897,L10989
Co,2,487.4949,0.0006,44,4.5e-03,D,11.3270714,13.8696538,3,5,,T6999,L9429c118
Co,2,487.5254,0.0004,43,4.0e-02,D,11.2161796,13.7585952,7,5,,T6999,L9429c118
V,1,487.54855,0.00015,4400000,7.4e-02,B+,0.04010046,2.58240252,8,6,,T9627,L15916
V,2,487.5492,0.0007,720,1.2e-02,D+,5.4675133,8.0098127,7,7,,T9770,L10089c179
Fe,1,487.58773,0.00007,1120,3.4e-03,E,3.33201954,5.87411777,11,9,,T2578n,L11631
Sr,1,487.6075,0.0005,1200,2.63e-01,B+,1.7983082,4.3403034,3,3,,T5178,L4447
Fe,1,487.6188,0.0004,71,2.7e-04,E,3.25148176,5.79341882,7,5,,T2578n,L11631
Cr,2,487.64891,0.00003,30,1.6e-02,D,3.86441085,6.40618989,8,6,,T4502,L18847
Xe,2,487.650,0.010,500h,6.3e-01,,13.584098,16.125876,6,8,,T8043,L6925
Sn,2,487.7209,0.0003,100,5.6e-02,B+,8.8532333,11.3946370,4,2,,T8718,L3149
Fe,1,487.76060,0.00019,151,2.6e-04,E,2.99804479,5.53924278,7,9,,T2578n,L11631
Ca,1,487.813,0.010,25,1.88e-01,C,2.7090094,5.2499357,5,7,,T1338,L6097
Fe,1,487.82108,0.00007,18200,1.21e-01,B+,2.88515991,5.42604198,1,3,,T5720,L11631
La,1,487.886,0.010,65,2.38e-01,B+,0.9983409,3.538891,8,8,,T9460,L3475
Pr,2,487.9121,0.0010,30,1.6e-02,D+,0.629759,3.170176,15,15,,T8137n,L3396
Tm,1,487.9194,0.0005,270*,3.8e-04,C+,1.0874955,3.627851,6,8,,T6708,"L2006,L3475"
Tm,1,487.9194,0.0005,270*,5.8e-02,B+,2.3545103,4.8948804,12,12,,T6708,"L2006,L3475"
Ar,2,487.98634,0.00001,2239,8.23e-01,A,17.140027439,19.680048951,4,6,,T926,L11520
Cr,1,488.004,0.003,22,8.1e-03,D,3.12159404,5.66152243,9,11,,T4288,L808
Dy,1,488.016,0.010,85,5.2e-03,B+,0.0000000,2.539866,17,15,,T7148,L3475
V,1,488.05474,,:,2.38e-02,B,1.19484056,3.7345061,4,6,,T9399,L18972
W,1,488.0713,0.0010,8,8.4e-04,C,1.916797,4.456385,7,7,,T4976,L153
Li,2,488.132,0.010,4,2.3783e-01,AAA,69.369202,71.908520,3,3,,T8636c73,L3501
Li,2,488.139,0.010,4,3.9642e-01,AAA,69.369335,71.908520,5,3,,T8636c73,L3501
Y,2,488.1433,0.0010,20,1.50e-03,B,0.4086742,2.9478787,5,3,,T4373,"L10987,L3475"
Li,2,488.149,0.010,1,7.9292e-02,AAA,69.369447,71.908520,1,3,,T8636c73,L3501
V,1,488.15565,0.00015,5300000,7.8e-02,B+,0.06855768,2.60769803,10,8,,T9627,L15916
Fe,1,488.17175,0.00007,2820,5.15e-03,C+,3.30140276,5.84045966,9,9,,T5720,L11631
Cd,2,488.1725,0.0010,50,1.13e-01,C,11.120050,13.659105,4,6,,T3096,L3540
V,1,488.2167,0.0002,110000,1.38e-02,B,1.18338392,3.7222074,2,2,,T9399,L15916
Ce,2,488.246,0.010,180,3.58e-01,B+,1.5282809,4.0669501,14,12,,T8629,L3475
Fe,2,488.31840,0.00016,70,1.7e-02,D+,10.2725501,12.8108465,12,10,,T6892c83,L18349c139
Fe,2,488.32923,0.00004,310,5.8e-02,C+,10.2725501,12.8107881,12,12,,T6892c83,L18349c139
V,2,488.3399,0.0018,1900D,6.2e-02,C,3.7956411,6.33382873,9,7,,T9770,L10089c179
S,2,488.3672,0.0010,10,9.1e-02,E,16.091640,18.629681,2,2,,"T1619CA,LS",L5883
Tm,1,488.3675,0.0005,490,1.66e-01,B+,2.3720961,4.9101341,4,4,,T6708,L2006
Y,2,488.3682,0.0010,1900,4.7e-01,B,1.0840338,3.6220692,9,7,,T4373,"L10987,L3475"
Nd,1,488.381,0.010,350,8.8e-01,,0.6259469,3.1639156,17,19,,T6288,L3475
Co,2,488.3833,0.0003,100,5.0e-02,D,11.2161796,13.75413882,7,7,,T6999,L9429c118
Ta,1,488.3950,0.0010,75,1.11e-02,B+,1.147279,3.685176,6,8,,T4976,"L7593,L3475"
Tm,1,488.4263,0.0005,24,1.00e-02,C,2.3375761,4.8753084,12,10,,T6708,L2006
Ti,3,488.4321,0.0010,4,2.0e-01,D,18.295374,20.833083,3,5,,T1216,L3593
Cr,2,488.46035,0.00006,20,5.8e-03,D,3.85805665,6.39561334,6,4,,T4502,L18847
Ne,1,488.49170,0.00004,10000,4.15e-03,C+,18.57583601,21.11322925,5,7,,T6976,L3451
Ti,1,488.5081,0.0003,3700,4.90e-01,C+,1.8870882,4.4243977,11,13,,T4922,L10989
Ne,1,488.50971,0.00020,1000,1.02e-03,C,18.57583601,21.11313791,5,5,,T6976,L4498
Co,2,488.5446,0.0003,100,1.3e-02,D,11.2161796,13.7532999,7,9,,T6999,L9429c118
Rb,2,488.5588,0.0010,1500c,6.e-02,,17.7870182,20.3240539,3,3,,T3743,L2590
V,1,488.5644,0.0002,93000,3.8e-02,B,2.13030555,4.6673215,10,10,,T9399,L15916
S,2,488.5648,0.0010,17,1.48e-01,C,14.002474,16.539488,2,4,,T3186c85,L5883
Cr,1,488.57694,0.00007,64,4.92e-02,B,2.54426770,5.08121834,7,5,,u10,L14866
Cr,1,488.5952,0.0002,5,2.44e-02,B,3.08689206,5.62374764,9,9,,u10,L14866
Pr,2,488.6045,0.0010,20,1.1e-02,C,0.633361,3.170176,15,15,,T5674n,L3396
V,4,488.636,0.010,20,9.3e-01,D,29.30024,31.83689,5,3,,T2757,L147
Y,1,488.6640,0.0010,40,2.43e-01,B+,1.98300885,4.51950858,4,4,,T9421,"L7610,L3475"
V,1,488.6807,0.0002,160000,1.23e-02,B+,1.19484056,3.73125300,4,4,,T9399,L15916
W,1,488.6899,0.0010,200,8.1e-03,B,0.771099,3.307462,9,11,,T4976,L153
Cr,1,488.70123,0.00007,75,3.2e-01,D,3.08689206,5.62319793,9,11,,T1426n,L14866
Tm,1,488.7346,0.0005,26,2.1e-02,C+,2.6186499,5.1547851,8,10,,T6708,L2006
La,1,488.761,0.010,26,1.28e-01,B,0.9983409,3.534344,8,6,,T9460,L3475
Dy,1,488.808,0.010,95,4.97e-02,B+,1.0562474,3.591998,15,17,,T7148,L3475
Ti,1,488.8713,0.0003,6,1.34e-01,C+,3.2848783,5.8203032,5,5,,T6897,L10989
Fe,1,488.90012,0.00007,1170,1.13e-03,C+,2.19786640,4.73314079,5,7,,T5720,L11631
Ar,2,488.90419,0.00001,288,1.9e-01,C,17.265833524,19.801086565,2,2,,T926,L11520
Nd,2,488.910,0.010,140,3.60e-02,B+,0.1822698,2.7174919,12,10,,T7685,L3475
Ac,2,488.9105,0.0009,1800,2.72e-01,C+,1.8534612,4.3886829,7,5,,T10463,L7344
Cu,2,488.97005,0.00017,12000,1.9e-03,C,8.42057990,10.9554919,3,5,,"T1922,T5092",L869c171
Ca,3,488.9826,0.0018,70,1.15e+00,B,42.623903,45.158751,3,1,,u33,L1405
Hf,1,488.9932,0.0007,610,8.6e-04,C,1.30587212,3.84066271,9,11,,T5346,L16323
W,1,489.0273,0.0010,25,1.01e-02,B,2.037223,4.571838,9,7,,T6977,L153
Nd,2,489.070,0.010,220,7.1e-02,B+,0.4713792,3.0057756,16,14,,T7685,L3475
Fe,1,489.07548,0.00007,58000,2.25e-01,B+,2.87550352,5.40986861,5,5,,T5720,L11631
O,2,489.0858,0.0010,15,5.10e-01,C+,26.3047208,28.8390335,4,2,,"T6172,T6632",L10621
W,1,489.0872,0.0010,10,1.37e-02,B,2.532729,5.067036,3,5,,T6977,L153
V,1,489.1221,0.0002,64000,3.00e-02,B+,2.12223095,4.6563548,8,8,,T9399,L15916
Ag,2,489.1335,0.0010,18,1.00e-03,B,11.20009665,13.73416591,3,5,,T3754,L3313c114
Fe,1,489.14921,0.00007,117000,3.08e-01,B+,2.85122419,5.38520741,9,7,,T5720,L11631
Sr,1,489.1980,0.0003,1500,3.8e-01,B,2.2712989,4.8050293,7,9,,T5178,L7362
Sr,1,489.2639,0.0005,1100,4.3e-02,B+,2.2712989,4.8046865,7,7,,T5178,L4447
Ti,3,489.2840,0.0010,6,3.3e-01,D,15.937720,18.471007,5,3,,T1216,L3593
Y,1,489.3436,0.0010,95,2.22e-01,C+,1.37357308,3.9065488,6,4,,T4373,"L7610,L3475"
Fe,2,489.3780,0.0015,20,2.5e-05,E,2.82812245,5.36090398,8,6,,T6892c83,L7357
N,2,489.511,0.010,285,3.04e-02,D,17.877026,20.409133,5,3,,T7333,L3513
Hf,1,489.6340,0.0011,1200,1.8e-03,C+,1.11384493,3.64531873,5,5,,T5346,"L21976,L16323"
V,1,489.6359,0.0004,33000,4.3e-02,C,2.67846275,5.2099280,10,8,,T9399,L15916
Fe,1,489.64382,0.00019,275,5.4e-03,E,3.88350907,6.41493251,7,5,,T2578n,L11631
Cl,2,489.677,0.010,81000,8.8e-01,D,15.719258,18.250504,7,9,,"T1277,T1619CA,LS",L1617
Nd,1,489.693,0.010,280,5.9e-01,,0.1398611,2.6710320,11,13,,T6288,L3475
Ca,3,489.9306,0.0018,43,2.07e-01,B,42.247457,44.777398,5,5,,u33,L1405
V,4,489.956,0.010,,1.5e-01,,32.70981,35.23962,9,7,,T2757,L147
Tm,1,489.9680,0.0005,12,1.67e-03,C+,2.1641216,4.693871,14,16,,T6708,L2006
La,2,489.992,0.010,850,7.3e-02,B+,0.000000,2.529627,5,7,,T7455,L3475
Ba,2,489.9927,0.0010,273,1.04e+00,B,2.7217512,5.2513724,4,2,,"T3225,T7387",L9224
Y,2,490.0118,0.0010,1100,4.5e-01,B,1.0325452,3.5620673,7,5,,T4373,"L10987,L3475"
S,2,490.0513,0.0010,15,4.5e-01,E,16.100362,18.629681,4,2,,"T1619CA,LS",L5883
V,1,490.06261,0.00015,200000,4.42e-01,B+,2.61626360,5.1455239,8,10,,T9399,L15916
Eu,1,490.086,0.010,60,1.78e-01,B+,1.744192,4.273339,8,10,,T7356,"L7586,L3475"
Fe,2,490.10537,0.00009,130,5.6e-02,D+,10.3476866,12.8767266,4,6,,T6892c83,L18349c139
S,2,490.1265,0.0010,14,2.4e-01,E,16.134580,18.663504,6,4,,"T1619CA,LS",L5883
Cu,2,490.142635,0.000021,26000,6.2e-01,D+,14.33738437,16.86623170,5,7,,T9697,L19804c168
La,1,490.187,0.010,65,4.7e-02,B,0.1305757,2.659196,6,8,,T9460,L3475
Nd,2,490.2041,0.0010,110,1.06e-02,B+,0.0636448,2.5921773,10,12,,T7685,"L3260,L3475"
In,2,490.218,0.005,56,6.e-03,D,12.801293,15.329772,3,5,,T8104,L3548c126
W,1,490.2320,0.0010,25,2.76e-02,B,2.387137,4.915528,5,7,,T6977,L153
S,2,490.2440,0.0010,16,4.30e-01,C,15.558193,18.086525,2,2,,T3186c85,L5883
Ba,1,490.2848,0.0010,63,5.4e-02,C+,1.6756148,4.2037286,5,3,,T5495,L9224
W,1,490.2950,0.0010,20,2.06e-02,B,2.387469,4.915528,9,7,,T6977,L153
Cr,1,490.32344,0.00015,9,7.4e-02,D,2.54383615,5.0717494,5,3,,T1621n,L14866
Fe,1,490.33099,0.00007,17400,6.58e-02,B+,2.88199261,5.40986861,3,5,,T5720,L11631
Al,3,490.410,0.010,5d*,3.51e-01,A+,23.417834,25.945336,6,8,,c32,L277
Al,3,490.410,0.010,5d*,3.27e-01,A+,23.417915,25.945336,4,6,,c32,L277
V,1,490.42976,0.00015,180000,6.7e-02,B+,1.19484056,3.7222074,4,2,,T9399,L15916
Ni,1,490.441,0.010,40,6.2e-01,D,3.5421297,6.0694376,5,3,,T4287,L3475
V,1,490.44348,0.00015,220000,1.1e-01,D+,2.63784466,5.1651410,10,12,,T284n,L15916
Ta,1,490.4591,0.0010,65,1.95e-02,C+,1.873915,4.401148,12,10,,T4976,"L7593,L3475"
Ar,2,490.47514,0.00001,107,3.7e-02,B+,18.615942491,21.143075448,6,8,,T926,L11520
Cl,2,490.478,0.010,47000,8.1e-01,D,15.714374,18.241494,5,7,,"T1277,T1619CA,LS",L1617
La,1,490.513,0.010,26,6.5e-02,B,0.8693659,3.396304,6,6,,T9460,L3475
Fe,1,490.51325,0.00019,245,5.3e-03,E,3.92860683,6.45554341,5,5,,T2578n,L11631
In,2,490.529,0.005,14,1.3e-02,D+,15.7774935,18.304359,5,3,,T9131,L3548c126
S,5,490.5459,0.0010,8,6.10e-01,B,49.29676,51.82352,5,7,,T7238,L5337
Y,1,490.6108,0.0010,100,1.20e-01,B,1.42979768,3.9562321,10,8,,T9421,"L7610,L3475"
V,4,490.6280,0.0010,40,1.1e+00,D,29.35535,31.88169,7,5,,T2757,L147
Cu,2,490.65663,0.00003,21000,4.4e-01,D+,14.33738437,16.86358269,5,5,,T9697,L19804c168
O,2,490.6833,0.0010,19,4.78e-01,C+,26.3047208,28.8307832,4,4,,"T6172,T6632",L10621
Fe,2,490.6837,0.0006,26,6.7e-03,D+,10.2880497,12.8141045,10,10,,T6892c83,L18349c139
V,1,490.6856,0.0004,15000,7.8e-03,C+,2.13030555,4.6563548,10,8,,T9399,L15916
In,2,490.707,0.005,180,4.2e-02,D+,15.4661273,17.992065,3,5,,T9131,L3548c126
Ti,3,490.761,0.010,2,2.9e-01,D,20.067368,22.593032,3,5,,T1216,L3593
Fe,2,490.81454,0.00003,600,1.85e-01,C+,10.3289055,12.8542909,6,8,,T6892c83,L18349c139
Cu,2,490.973351,0.000003,160000,2.04e+00,B+,14.32872921,16.85329783,11,13,,T4710,"L19804c168,c175"
Tm,1,490.9736,0.0005,240,1.64e-02,B+,1.8933629,4.417930,16,18,,T6708,"L2006,L3475"
Ti,2,491.11950,0.00005,109,1.70e-01,B+,3.12352957,5.64734724,6,4,,T7385,u37
Fe,1,491.15291,0.00019,107,1.9e-03,E,4.25622280,6.77986785,7,9,,T2578n,L11631
Zn,2,491.16269,0.00010,800,1.82e+00,C,12.015276,14.53888,4,6,,T7870,"L9761,L45"
Fe,1,491.17791,0.00007,407,1.6e-02,D,3.92860683,6.45212430,5,3,,T2578n,L11631
Fe,2,491.1957,0.0003,40,1.1e-02,D+,10.3289055,12.8523307,6,6,,T6892c83,L18349c139
Pr,2,491.2629,0.0010,10,4.3e-02,C+,0.949689,3.472773,17,15,,T8137,L3396
Cu,2,491.291989,0.000016,29000,6.0e-01,D+,14.34065139,16.86358269,3,5,,T9697,L19804c168
V,4,491.3083,0.0010,10,4.2e-01,D,32.62166,35.14449,9,7,,T2757,L147
Fe,2,491.3184,0.0003,50,1.9e-02,D+,10.2880497,12.8108465,10,10,,T6892c83,L18349c139
Fe,2,491.32951,0.00002,1300,2.58e-01,B+,10.2880497,12.8107881,10,12,,T6892c83,L18349c139
